@RELATION pizza

@ATTRIBUTE tipo			{H,P4}
@ATTRIBUTE masa 		REAL           
@ATTRIBUTE queso		REAL 
@ATTRIBUTE champ		REAL 
@ATTRIBUTE chorizo		REAL 
@ATTRIBUTE carne		REAL 
@ATTRIBUTE tocino		REAL 
@ATTRIBUTE jamon		REAL 
@ATTRIBUTE pinia		REAL 
@ATTRIBUTE class 		{great,good,bad}

@DATA
P4,56.51,22.01,4.52,3.52,4.98,4.73,0.0,0.0,great
P4,55.49,20.56,7.45,3.46,4.36,5.44,0.0,0.0,great
P4,57.77,21.44,7.16,4.57,4.09,5.96,0.0,0.0,great
P4,55.33,18.34,6.29,4.58,3.92,4.41,0.0,0.0,great
P4,58.39,23.00,7.90,4.38,4.89,5.83,0.0,0.0,great
P4,58.32,16.90,5.45,4.18,4.15,4.93,0.0,0.0,great
P4,55.83,15.27,7.41,4.71,5.25,5.03,0.0,0.0,great
P4,56.48,21.62,5.31,4.36,4.86,4.53,0.0,0.0,great
P4,57.61,21.48,4.64,4.35,4.72,5.32,0.0,0.0,great
P4,56.30,20.36,7.01,4.13,5.50,5.54,0.0,0.0,great
P4,58.64,23.26,5.15,3.93,4.46,5.63,0.0,0.0,great
P4,56.45,16.46,7.92,3.34,5.19,4.68,0.0,0.0,great
P4,55.65,22.39,8.08,3.83,4.11,4.32,0.0,0.0,great
P4,58.28,20.44,7.73,3.21,5.34,5.12,0.0,0.0,great
P4,58.46,18.73,5.18,3.72,5.38,4.58,0.0,0.0,great
P4,55.43,16.26,7.78,4.08,5.49,5.14,0.0,0.0,great
P4,55.32,18.89,4.12,3.81,4.12,4.87,0.0,0.0,great
P4,56.12,22.71,6.81,4.64,5.57,4.32,0.0,0.0,great
P4,56.16,21.07,5.00,4.33,5.19,5.50,0.0,0.0,great
P4,57.98,19.77,8.43,4.60,3.91,5.93,0.0,0.0,great
P4,55.62,20.74,8.58,4.88,5.13,5.08,0.0,0.0,great
P4,58.82,16.52,8.03,3.83,5.39,4.10,0.0,0.0,great
P4,57.17,18.14,6.75,4.26,3.94,4.81,0.0,0.0,great
P4,58.04,21.86,4.36,3.25,4.47,5.61,0.0,0.0,great
P4,58.40,23.87,5.20,4.35,3.56,4.72,0.0,0.0,great
P4,55.92,21.08,6.53,3.70,3.55,5.64,0.0,0.0,great
P4,57.57,19.30,5.92,3.22,5.53,5.69,0.0,0.0,great
P4,57.38,20.10,7.42,3.59,5.21,5.15,0.0,0.0,great
P4,57.55,21.32,5.14,3.94,4.85,4.33,0.0,0.0,great
P4,56.93,18.44,4.89,3.64,4.48,4.45,0.0,0.0,great
P4,55.29,16.11,5.00,4.24,3.97,5.22,0.0,0.0,great
P4,56.98,15.65,6.10,4.04,4.24,5.51,0.0,0.0,great
P4,58.39,22.96,5.33,3.60,5.17,5.36,0.0,0.0,great
P4,58.81,15.64,6.25,4.77,4.67,5.51,0.0,0.0,great
P4,58.81,17.50,4.94,4.14,4.23,4.53,0.0,0.0,great
P4,57.83,17.96,8.57,3.27,4.78,5.65,0.0,0.0,great
P4,55.90,17.84,6.10,4.83,4.59,5.32,0.0,0.0,great
P4,58.33,22.07,7.18,3.37,4.69,4.57,0.0,0.0,great
P4,58.36,22.28,6.45,4.68,4.49,4.14,0.0,0.0,great
P4,56.36,20.48,8.51,3.50,5.45,4.49,0.0,0.0,great
P4,57.44,22.04,5.59,3.37,5.01,4.61,0.0,0.0,great
P4,55.30,17.90,4.75,3.96,4.75,5.19,0.0,0.0,great
P4,57.90,18.95,8.39,3.87,5.41,5.40,0.0,0.0,great
P4,57.22,15.22,4.08,4.55,4.48,4.63,0.0,0.0,great
P4,56.78,15.30,4.98,3.90,3.96,5.85,0.0,0.0,great
P4,57.62,19.01,6.13,4.52,3.81,5.79,0.0,0.0,great
P4,58.98,15.26,5.50,3.85,5.13,5.19,0.0,0.0,great
P4,58.51,17.85,7.98,3.96,4.91,4.27,0.0,0.0,great
P4,58.84,22.00,4.19,3.64,4.80,5.37,0.0,0.0,great
P4,55.94,21.86,6.71,4.81,5.25,5.17,0.0,0.0,great
P4,56.68,21.17,7.25,4.37,5.10,5.69,0.0,0.0,great
P4,58.19,22.83,6.35,3.53,4.54,4.27,0.0,0.0,great
P4,56.14,17.97,5.85,3.73,4.74,4.85,0.0,0.0,great
P4,57.01,19.15,5.68,4.61,3.95,5.88,0.0,0.0,great
P4,56.85,18.95,4.00,3.72,3.95,5.54,0.0,0.0,great
P4,58.78,17.58,4.65,4.65,4.92,5.63,0.0,0.0,great
P4,58.34,22.44,4.95,4.50,4.46,5.66,0.0,0.0,great
P4,57.54,18.29,4.35,4.82,5.24,4.90,0.0,0.0,great
P4,56.72,19.60,5.94,4.25,3.48,5.04,0.0,0.0,great
P4,57.13,15.88,5.42,3.64,4.38,5.43,0.0,0.0,great
P4,57.72,16.03,7.36,3.87,3.95,4.82,0.0,0.0,great
P4,57.52,23.98,7.73,4.44,5.30,5.86,0.0,0.0,great
P4,56.12,18.97,4.98,4.24,5.10,4.84,0.0,0.0,great
P4,58.30,18.76,7.98,4.40,4.10,5.52,0.0,0.0,great
P4,58.24,21.60,6.19,4.88,5.29,4.25,0.0,0.0,great
P4,56.94,20.48,4.78,3.80,4.45,5.42,0.0,0.0,great
P4,55.53,20.05,5.74,4.88,4.30,5.72,0.0,0.0,great
P4,58.27,20.75,5.93,4.37,4.12,4.91,0.0,0.0,great
P4,56.75,20.31,7.53,3.25,3.54,5.24,0.0,0.0,great
P4,56.75,18.25,5.12,4.59,3.83,5.06,0.0,0.0,great
P4,57.97,20.53,5.84,4.79,4.31,5.85,0.0,0.0,great
P4,56.77,19.30,5.74,4.21,3.98,5.26,0.0,0.0,great
P4,58.23,17.27,4.67,4.25,5.03,4.66,0.0,0.0,great
P4,58.19,16.16,4.23,4.31,5.17,5.72,0.0,0.0,great
P4,57.09,19.40,4.83,4.59,4.89,4.25,0.0,0.0,great
P4,58.67,23.52,8.05,4.81,3.78,5.30,0.0,0.0,great
P4,55.47,23.66,8.47,3.32,4.85,5.97,0.0,0.0,great
P4,55.08,20.43,7.78,3.67,4.86,5.64,0.0,0.0,great
P4,58.50,18.34,7.07,3.70,3.95,5.73,0.0,0.0,great
P4,55.32,15.74,4.60,3.86,3.70,4.73,0.0,0.0,great
P4,57.06,22.05,7.53,4.39,3.50,4.58,0.0,0.0,great
P4,55.36,20.92,7.93,3.35,5.33,5.97,0.0,0.0,great
P4,58.55,22.08,8.24,3.98,4.13,5.13,0.0,0.0,great
P4,58.36,19.46,8.37,4.11,5.43,4.31,0.0,0.0,great
P4,56.33,19.48,5.10,4.19,4.31,5.50,0.0,0.0,great
P4,56.49,16.53,7.58,4.43,5.30,5.28,0.0,0.0,great
P4,57.82,18.00,6.65,3.25,3.82,5.05,0.0,0.0,great
P4,55.30,15.71,6.72,3.60,3.84,5.71,0.0,0.0,great
P4,58.84,16.46,4.02,3.99,4.59,5.84,0.0,0.0,great
P4,56.82,21.75,6.13,3.31,3.79,4.61,0.0,0.0,great
P4,55.26,15.74,8.39,4.49,5.40,5.89,0.0,0.0,great
P4,57.41,18.90,4.41,3.31,4.05,4.83,0.0,0.0,great
P4,55.08,18.86,6.05,3.25,4.64,5.26,0.0,0.0,great
P4,57.81,15.68,8.48,4.75,5.11,5.31,0.0,0.0,great
P4,58.48,23.41,5.33,4.11,3.79,5.53,0.0,0.0,great
P4,55.18,22.61,7.24,4.88,5.02,5.25,0.0,0.0,great
P4,58.25,15.49,5.12,3.58,4.56,5.71,0.0,0.0,great
P4,56.98,22.05,4.93,4.01,5.52,4.16,0.0,0.0,great
P4,58.03,18.80,7.68,4.55,4.47,4.24,0.0,0.0,great
P4,58.02,23.04,5.23,4.00,3.50,4.40,0.0,0.0,great
P4,55.47,16.81,6.27,3.75,5.38,4.76,0.0,0.0,great
P4,56.54,16.02,4.71,3.24,4.98,5.08,0.0,0.0,great
P4,55.12,21.68,6.78,3.75,4.29,5.41,0.0,0.0,great
P4,55.35,23.95,5.94,4.26,4.58,4.13,0.0,0.0,great
P4,58.44,18.96,6.11,4.83,5.33,4.71,0.0,0.0,great
P4,57.65,21.81,4.03,3.81,3.80,4.94,0.0,0.0,great
P4,56.72,15.09,7.13,4.16,5.41,4.45,0.0,0.0,great
P4,57.69,19.26,4.50,4.89,3.55,5.36,0.0,0.0,great
P4,55.87,20.20,5.68,3.72,4.49,4.79,0.0,0.0,great
P4,55.15,20.49,5.77,3.25,4.52,5.71,0.0,0.0,great
P4,57.39,15.04,5.72,4.61,5.36,5.57,0.0,0.0,great
P4,57.08,23.90,7.68,3.50,3.45,5.37,0.0,0.0,great
P4,55.70,21.32,7.76,3.34,5.29,5.84,0.0,0.0,great
P4,56.83,18.35,6.37,3.80,4.11,5.58,0.0,0.0,great
P4,55.97,23.35,4.86,3.70,3.85,5.89,0.0,0.0,great
P4,55.30,18.28,5.41,3.84,5.42,4.51,0.0,0.0,great
P4,57.51,15.74,7.13,3.45,3.43,5.46,0.0,0.0,great
P4,55.92,16.85,4.82,4.39,4.41,4.11,0.0,0.0,great
P4,56.16,23.24,7.66,4.04,3.56,5.31,0.0,0.0,great
P4,57.33,16.57,4.74,4.14,4.51,5.82,0.0,0.0,great
P4,56.92,22.26,6.61,4.60,4.05,4.28,0.0,0.0,great
P4,55.05,23.01,6.83,4.22,5.25,5.30,0.0,0.0,great
P4,57.37,18.01,6.64,4.45,4.76,4.85,0.0,0.0,great
P4,56.32,20.83,8.17,4.53,3.77,5.37,0.0,0.0,great
P4,56.63,17.68,5.17,3.45,3.62,4.25,0.0,0.0,great
P4,56.27,16.56,7.79,4.36,4.62,4.34,0.0,0.0,great
P4,58.92,16.00,4.32,4.36,5.12,4.82,0.0,0.0,great
P4,57.74,21.38,7.79,4.78,3.51,5.81,0.0,0.0,great
P4,55.78,15.80,6.98,4.59,4.58,4.53,0.0,0.0,great
P4,57.27,17.55,8.20,3.89,4.59,5.12,0.0,0.0,great
P4,57.72,20.58,4.81,4.89,5.53,4.46,0.0,0.0,great
P4,58.93,17.23,8.00,4.77,3.78,5.98,0.0,0.0,great
P4,58.27,19.54,4.74,3.94,4.06,5.00,0.0,0.0,great
P4,58.65,21.95,5.83,3.48,4.35,5.30,0.0,0.0,great
P4,56.61,22.89,8.47,4.59,3.85,5.42,0.0,0.0,great
P4,57.52,23.23,8.15,3.23,4.49,5.92,0.0,0.0,great
P4,57.75,16.14,6.67,3.74,5.03,5.95,0.0,0.0,great
P4,56.18,16.55,7.06,3.66,4.45,4.80,0.0,0.0,great
P4,57.68,15.49,6.16,3.92,4.66,5.86,0.0,0.0,great
P4,55.24,15.44,6.13,4.80,4.95,5.34,0.0,0.0,great
P4,57.92,16.59,7.72,3.35,3.55,4.82,0.0,0.0,great
P4,56.89,16.23,8.44,4.37,4.67,5.75,0.0,0.0,great
P4,55.49,20.32,7.48,3.85,3.95,4.37,0.0,0.0,great
P4,56.38,19.79,7.06,4.67,3.61,5.75,0.0,0.0,great
P4,55.83,16.98,4.39,4.23,5.57,5.80,0.0,0.0,great
P4,55.12,15.35,6.94,4.57,5.27,4.61,0.0,0.0,great
P4,58.62,18.50,5.10,3.26,4.34,5.55,0.0,0.0,great
P4,57.48,21.01,8.50,4.01,5.53,5.32,0.0,0.0,great
P4,56.86,22.29,6.30,3.50,4.19,5.96,0.0,0.0,great
P4,57.12,16.83,6.22,3.99,4.06,5.59,0.0,0.0,great
P4,56.48,22.91,8.53,3.42,5.34,5.50,0.0,0.0,great
P4,57.54,18.50,8.43,4.28,3.99,5.77,0.0,0.0,great
P4,55.03,23.69,8.51,3.20,4.87,4.73,0.0,0.0,great
P4,56.50,17.14,5.91,4.84,4.36,4.97,0.0,0.0,great
P4,57.78,23.50,5.83,4.79,3.55,5.94,0.0,0.0,great
P4,55.24,18.51,5.11,4.01,4.47,5.22,0.0,0.0,great
P4,57.33,20.57,4.08,3.55,3.97,5.62,0.0,0.0,great
P4,55.14,16.47,8.05,4.76,5.54,4.55,0.0,0.0,great
P4,55.64,23.95,7.20,3.42,5.35,4.42,0.0,0.0,great
P4,56.64,23.82,5.06,4.57,3.40,5.33,0.0,0.0,great
P4,55.70,18.83,7.77,3.39,5.09,5.66,0.0,0.0,great
P4,57.67,17.50,6.92,3.38,5.54,4.84,0.0,0.0,great
P4,55.65,20.96,8.25,3.74,4.76,4.08,0.0,0.0,great
P4,57.65,21.88,6.15,3.60,4.25,5.85,0.0,0.0,great
P4,55.41,20.05,7.20,3.96,3.79,4.73,0.0,0.0,great
P4,56.37,23.69,7.90,4.37,5.55,5.12,0.0,0.0,great
P4,55.96,23.35,6.22,3.28,4.66,5.56,0.0,0.0,great
P4,58.79,19.04,6.47,3.88,4.24,5.62,0.0,0.0,great
P4,57.49,18.61,7.62,4.35,4.21,5.14,0.0,0.0,great
P4,56.40,23.12,7.17,3.94,3.59,4.02,0.0,0.0,great
P4,57.64,20.75,5.93,4.03,4.55,5.61,0.0,0.0,great
P4,58.68,18.23,8.18,3.45,4.58,4.25,0.0,0.0,great
P4,57.73,16.99,6.36,4.41,3.71,4.62,0.0,0.0,great
P4,56.32,18.06,7.69,4.65,5.51,4.85,0.0,0.0,great
P4,56.42,21.56,8.26,3.71,5.43,5.77,0.0,0.0,great
P4,57.54,19.42,5.04,4.29,5.02,4.74,0.0,0.0,great
P4,58.22,17.65,5.55,4.22,3.52,4.15,0.0,0.0,great
P4,55.80,19.02,5.61,3.73,3.88,4.17,0.0,0.0,great
P4,56.04,20.56,7.76,3.86,4.48,4.89,0.0,0.0,great
P4,55.37,16.57,7.83,4.33,3.60,5.87,0.0,0.0,great
P4,55.85,15.34,7.10,3.23,4.76,4.71,0.0,0.0,great
P4,55.46,22.80,6.51,4.31,5.14,4.95,0.0,0.0,great
P4,56.31,20.06,8.27,3.86,4.91,5.70,0.0,0.0,great
P4,57.15,21.82,6.14,6.45,5.80,4.67,0.0,0.0,good
P4,55.31,25.85,4.79,3.37,4.73,7.72,0.0,0.0,good
P4,56.28,16.04,8.17,3.80,6.53,5.91,0.0,0.0,good
P4,58.83,17.25,6.86,5.12,6.51,4.37,0.0,0.0,good
P4,55.67,25.56,8.75,4.60,7.34,4.94,0.0,0.0,good
P4,55.74,15.45,6.15,5.87,7.18,5.23,0.0,0.0,good
P4,57.28,24.81,9.53,4.26,4.52,7.51,0.0,0.0,good
P4,56.96,26.62,10.36,3.20,6.72,4.05,0.0,0.0,good
P4,56.52,15.10,8.32,3.82,6.12,7.17,0.0,0.0,good
P4,57.73,16.75,8.90,6.53,7.00,9.24,0.0,0.0,good
P4,55.92,22.25,10.39,6.31,5.79,8.52,0.0,0.0,good
P4,55.03,19.81,6.89,6.81,3.75,4.79,0.0,0.0,great
P4,55.20,23.92,5.17,4.87,7.10,4.81,0.0,0.0,good
P4,57.72,22.13,4.62,4.38,6.55,4.05,0.0,0.0,good
P4,57.85,23.70,6.96,6.65,6.52,4.20,0.0,0.0,good
P4,55.23,23.21,7.70,5.32,4.06,8.54,0.0,0.0,good
P4,56.14,23.47,9.58,4.32,4.99,4.29,0.0,0.0,good
P4,58.77,15.45,6.10,3.89,4.10,9.35,0.0,0.0,great
P4,55.46,22.52,4.03,6.74,4.71,5.79,0.0,0.0,good
P4,57.00,20.03,6.31,6.54,4.18,5.10,0.0,0.0,good
P4,56.62,23.82,5.44,6.47,4.55,6.40,0.0,0.0,good
P4,55.53,24.08,7.26,6.87,6.29,7.90,0.0,0.0,good
P4,57.69,26.14,4.09,3.65,6.92,7.58,0.0,0.0,good
P4,57.54,16.11,9.37,4.49,7.46,4.12,0.0,0.0,good
P4,57.97,17.74,7.76,6.82,4.91,9.84,0.0,0.0,good
P4,58.13,17.71,4.49,5.02,4.97,4.82,0.0,0.0,good
P4,57.89,26.94,7.12,4.62,5.93,6.54,0.0,0.0,good
P4,56.47,18.87,7.26,5.53,6.47,6.52,0.0,0.0,good
P4,56.97,15.07,6.95,4.56,6.95,9.45,0.0,0.0,good
P4,56.88,18.38,6.70,4.22,3.98,9.93,0.0,0.0,good
P4,55.20,18.42,9.83,6.75,3.58,8.70,0.0,0.0,good
P4,57.41,25.31,7.38,4.94,6.61,4.48,0.0,0.0,good
P4,55.24,20.91,10.56,6.25,7.42,5.28,0.0,0.0,good
P4,55.04,21.19,8.98,4.65,6.28,6.09,0.0,0.0,good
P4,57.67,25.73,7.66,6.05,7.20,6.35,0.0,0.0,good
P4,55.96,22.01,10.04,3.81,3.98,4.73,0.0,0.0,great
P4,57.52,18.56,5.22,5.61,7.52,4.10,0.0,0.0,good
P4,57.69,24.15,5.61,6.54,7.32,4.04,0.0,0.0,good
P4,56.68,26.78,4.75,4.78,5.00,7.09,0.0,0.0,good
P4,56.74,15.20,6.89,4.57,3.79,5.48,0.0,0.0,good
P4,58.72,20.61,6.48,3.51,5.75,8.44,0.0,0.0,good
P4,57.84,24.63,7.47,4.64,3.48,9.73,0.0,0.0,good
P4,58.77,15.15,5.73,5.60,5.97,6.01,0.0,0.0,good
P4,55.11,15.69,4.18,6.55,6.72,8.54,0.0,0.0,good
P4,56.50,15.21,9.43,3.22,4.98,7.77,0.0,0.0,good
P4,57.91,22.82,4.34,5.94,4.86,7.62,0.0,0.0,good
P4,58.51,27.00,4.17,3.96,4.89,8.90,0.0,0.0,good
P4,56.12,26.76,8.48,4.71,5.74,5.95,0.0,0.0,good
P4,55.38,20.94,4.42,5.91,5.61,5.86,0.0,0.0,good
P4,57.61,15.71,5.34,5.98,4.65,4.87,0.0,0.0,good
P4,56.54,17.19,4.46,6.18,6.45,6.69,0.0,0.0,good
P4,56.46,25.83,7.17,3.55,6.71,7.93,0.0,0.0,good
P4,57.12,23.19,6.21,6.42,4.14,6.05,0.0,0.0,good
P4,56.46,16.00,8.93,4.58,5.55,8.97,0.0,0.0,good
P4,56.24,24.78,9.29,5.05,4.40,6.27,0.0,0.0,good
P4,55.72,17.95,9.97,3.25,3.99,6.16,0.0,0.0,good
P4,57.29,23.64,6.58,5.06,4.94,9.40,0.0,0.0,good
P4,55.89,25.44,6.08,5.66,7.15,4.75,0.0,0.0,good
P4,57.45,15.17,6.24,5.01,6.06,8.69,0.0,0.0,good
P4,56.93,26.10,8.76,5.09,6.41,8.36,0.0,0.0,good
P4,56.91,17.55,6.82,3.78,3.56,4.43,0.0,0.0,great
P4,55.24,26.97,9.88,5.96,6.53,4.21,0.0,0.0,good
P4,58.43,25.02,7.90,4.94,4.15,6.88,0.0,0.0,good
P4,56.71,18.09,4.68,6.20,4.66,5.21,0.0,0.0,good
P4,58.91,16.64,10.32,4.53,5.92,6.40,0.0,0.0,good
P4,56.50,15.23,7.28,4.31,6.32,4.28,0.0,0.0,good
P4,58.62,15.20,10.52,6.47,5.22,5.02,0.0,0.0,good
P4,58.79,25.24,9.08,6.56,7.33,8.42,0.0,0.0,good
P4,56.44,22.18,9.53,5.91,6.26,8.00,0.0,0.0,good
P4,58.21,15.77,7.74,4.97,4.54,6.77,0.0,0.0,good
P4,55.38,15.93,8.23,5.67,6.18,8.64,0.0,0.0,good
P4,57.39,26.51,5.76,4.02,4.76,6.17,0.0,0.0,good
P4,56.70,23.99,9.37,6.46,6.93,4.18,0.0,0.0,good
P4,55.37,22.53,8.70,3.96,4.87,4.70,0.0,0.0,good
P4,57.18,23.42,10.27,4.74,5.01,8.51,0.0,0.0,good
P4,58.26,15.38,8.62,5.67,7.13,7.68,0.0,0.0,good
P4,57.32,20.15,5.76,5.40,5.00,4.11,0.0,0.0,good
P4,55.57,25.91,9.50,4.13,6.82,8.38,0.0,0.0,good
P4,56.62,22.02,10.24,3.36,6.67,6.56,0.0,0.0,good
P4,57.74,21.11,7.59,3.51,5.33,8.01,0.0,0.0,good
P4,57.03,19.04,4.21,3.48,5.82,4.03,0.0,0.0,great
P4,58.53,19.07,9.40,5.36,3.90,6.20,0.0,0.0,good
P4,55.48,17.26,9.88,4.44,7.13,7.69,0.0,0.0,good
P4,57.67,15.53,6.16,4.03,7.30,6.00,0.0,0.0,good
P4,55.53,24.40,7.12,3.97,7.24,4.89,0.0,0.0,good
P4,58.97,16.68,5.73,6.27,6.03,8.70,0.0,0.0,good
P4,55.35,15.93,10.02,3.22,6.97,4.88,0.0,0.0,good
P4,58.63,23.24,6.21,5.86,4.77,5.39,0.0,0.0,good
P4,58.42,19.15,5.20,3.64,4.13,9.61,0.0,0.0,great
P4,58.12,15.77,10.28,6.59,7.21,7.75,0.0,0.0,good
P4,56.10,24.37,8.64,3.65,5.96,4.36,0.0,0.0,good
P4,55.17,24.18,7.99,5.79,4.12,9.03,0.0,0.0,good
P4,56.08,26.76,10.57,5.09,5.38,8.77,0.0,0.0,good
P4,57.85,23.06,4.36,3.84,4.94,8.48,0.0,0.0,good
P4,57.55,19.16,7.64,3.31,7.02,7.29,0.0,0.0,good
P4,57.63,20.54,9.70,3.30,3.70,5.22,0.0,0.0,good
P4,58.19,19.61,5.25,5.14,5.76,6.74,0.0,0.0,good
P4,56.53,24.17,5.65,4.95,7.18,4.82,0.0,0.0,good
P4,56.72,15.55,5.70,3.79,3.94,9.74,0.0,0.0,great
P4,58.10,18.94,5.45,4.29,7.00,7.06,0.0,0.0,good
P4,55.05,23.41,4.22,3.64,3.50,9.86,0.0,0.0,good
P4,58.85,25.27,5.62,3.95,5.12,5.19,0.0,0.0,good
P4,58.04,25.60,8.47,4.31,4.45,6.34,0.0,0.0,good
P4,55.32,17.91,8.53,3.37,6.82,8.99,0.0,0.0,good
P4,57.28,25.00,4.64,4.05,4.04,7.73,0.0,0.0,good
P4,56.54,24.55,6.70,3.78,5.06,6.27,0.0,0.0,good
P4,58.81,25.49,10.24,4.12,6.36,8.43,0.0,0.0,good
P4,57.82,21.41,10.02,6.53,6.49,8.15,0.0,0.0,good
P4,58.89,26.61,10.33,3.88,6.12,4.34,0.0,0.0,good
P4,58.26,25.93,7.18,5.51,3.48,6.34,0.0,0.0,good
P4,57.33,17.98,8.26,6.67,5.51,5.09,0.0,0.0,good
P4,58.26,18.67,8.44,5.05,7.03,5.98,0.0,0.0,good
P4,57.57,15.89,5.45,3.65,5.28,6.99,0.0,0.0,good
P4,55.62,18.61,7.75,4.09,4.36,7.23,0.0,0.0,good
P4,56.09,15.36,7.05,4.68,5.96,6.93,0.0,0.0,good
P4,56.24,17.01,10.50,4.94,7.52,8.58,0.0,0.0,good
P4,55.05,20.83,10.49,4.81,4.63,8.70,0.0,0.0,good
P4,57.60,16.74,9.89,4.76,7.37,9.23,0.0,0.0,good
P4,57.25,23.10,4.57,4.10,3.83,7.87,0.0,0.0,good
P4,56.50,25.75,10.16,6.34,4.17,4.23,0.0,0.0,good
P4,57.40,24.89,5.24,4.92,7.00,7.19,0.0,0.0,good
P4,58.28,16.78,4.16,4.83,4.97,5.09,0.0,0.0,good
P4,56.92,23.27,6.57,4.76,5.72,7.94,0.0,0.0,good
P4,57.84,24.10,7.48,5.48,3.85,5.64,0.0,0.0,good
P4,56.03,25.28,7.07,6.57,5.64,8.98,0.0,0.0,good
P4,56.23,20.92,7.50,4.77,7.17,4.38,0.0,0.0,good
P4,57.51,20.05,5.18,5.11,4.68,7.27,0.0,0.0,good
P4,57.63,21.02,5.41,4.39,6.11,6.32,0.0,0.0,good
P4,55.48,16.07,6.61,6.11,4.38,4.80,0.0,0.0,great
P4,56.45,26.13,5.90,6.45,4.18,7.48,0.0,0.0,good
P4,58.47,20.58,4.14,6.23,6.24,9.27,0.0,0.0,good
P4,57.29,18.01,9.58,6.68,5.17,7.64,0.0,0.0,good
P4,58.60,16.69,6.37,6.27,6.58,5.86,0.0,0.0,good
P4,55.09,25.13,9.96,5.05,5.13,5.37,0.0,0.0,good
P4,58.98,19.13,10.18,6.56,4.39,6.27,0.0,0.0,good
P4,55.50,24.71,5.55,4.77,5.72,4.94,0.0,0.0,good
P4,57.14,17.72,6.19,5.65,5.94,4.05,0.0,0.0,good
P4,56.03,20.91,10.35,4.60,6.64,5.39,0.0,0.0,good
P4,58.65,20.10,10.48,5.07,6.13,6.47,0.0,0.0,good
P4,56.69,16.35,7.95,5.47,5.43,8.30,0.0,0.0,good
P4,56.53,18.55,6.11,3.89,4.70,8.77,0.0,0.0,good
P4,57.45,23.08,4.55,6.39,6.03,6.37,0.0,0.0,good
P4,55.88,17.75,4.04,6.29,6.89,6.60,0.0,0.0,good
P4,55.44,24.96,7.33,4.87,7.24,7.31,0.0,0.0,good
P4,56.82,22.54,6.08,6.69,5.99,8.37,0.0,0.0,good
P4,55.43,21.66,10.34,5.65,3.51,4.20,0.0,0.0,good
P4,56.00,22.11,4.62,6.07,4.73,8.11,0.0,0.0,good
P4,58.34,19.32,4.97,5.75,3.79,6.43,0.0,0.0,good
P4,56.48,26.68,10.16,4.96,3.88,5.88,0.0,0.0,good
P4,56.80,20.67,9.96,6.90,5.19,8.14,0.0,0.0,good
P4,58.76,19.13,7.26,4.86,3.86,8.22,0.0,0.0,good
P4,58.06,23.50,4.43,5.02,3.46,7.34,0.0,0.0,good
P4,55.03,21.06,4.79,6.49,4.12,4.17,0.0,0.0,great
P4,58.23,24.97,7.61,6.42,6.76,7.98,0.0,0.0,good
P4,55.32,20.28,4.21,3.71,5.33,6.75,0.0,0.0,good
P4,55.07,15.18,7.95,5.65,4.63,7.86,0.0,0.0,good
P4,55.35,17.16,8.01,3.70,4.34,8.99,0.0,0.0,good
P4,57.80,20.86,8.80,5.78,5.60,7.59,0.0,0.0,good
P4,58.30,23.90,6.08,5.53,4.53,5.00,0.0,0.0,good
P4,55.71,23.37,8.78,4.66,6.49,4.68,0.0,0.0,good
P4,55.49,18.53,10.56,6.00,6.77,6.17,0.0,0.0,good
P4,57.97,17.83,8.75,6.81,6.39,7.62,0.0,0.0,good
P4,57.12,25.39,5.54,4.61,3.91,4.61,0.0,0.0,good
P4,56.24,20.81,4.46,5.95,7.16,6.76,0.0,0.0,good
P4,56.86,18.58,8.01,3.63,6.98,8.43,0.0,0.0,good
P4,56.30,18.00,6.05,5.75,7.11,7.98,0.0,0.0,good
P4,55.97,24.50,7.61,3.46,3.90,9.65,0.0,0.0,good
P4,55.41,24.80,5.46,4.13,4.01,7.46,0.0,0.0,good
P4,56.70,17.16,7.79,4.26,4.33,5.04,0.0,0.0,good
P4,56.86,22.57,6.78,5.24,3.87,6.16,0.0,0.0,good
P4,56.95,16.96,7.85,5.05,3.48,6.91,0.0,0.0,good
P4,55.23,19.43,8.30,4.69,3.47,9.22,0.0,0.0,good
P4,57.56,26.72,8.74,3.88,4.88,8.80,0.0,0.0,good
P4,56.43,19.90,5.56,4.74,3.75,4.54,0.0,0.0,great
P4,55.49,20.52,6.11,6.43,4.88,8.68,0.0,0.0,good
P4,58.44,23.24,9.68,6.37,7.06,9.97,0.0,0.0,good
P4,55.82,17.64,5.34,5.52,5.90,6.56,0.0,0.0,good
P4,56.76,22.48,4.50,4.62,6.28,6.14,0.0,0.0,good
P4,56.57,20.77,6.49,6.49,5.65,9.85,0.0,0.0,good
P4,56.51,17.29,7.81,5.52,4.02,6.09,0.0,0.0,good
P4,56.02,19.53,4.51,4.48,6.12,4.74,0.0,0.0,good
P4,58.79,19.44,6.90,4.70,3.61,8.76,0.0,0.0,good
P4,57.13,24.81,8.73,4.04,3.96,6.70,0.0,0.0,good
P4,58.46,15.39,4.65,5.62,6.48,8.01,0.0,0.0,good
P4,58.82,22.11,4.79,3.90,3.50,9.14,0.0,0.0,good
P4,56.12,25.92,10.42,5.00,4.25,9.98,0.0,0.0,good
P4,56.84,18.10,4.25,4.46,6.75,4.33,0.0,0.0,good
P4,56.38,21.68,4.72,4.81,4.38,6.24,0.0,0.0,good
P4,55.53,18.50,8.15,6.88,6.02,7.50,0.0,0.0,good
